Id,SalePrice
1461,116940.65834613598
1462,161650.62083447335
1463,179807.88540901925
1464,195124.02515103697
1465,198148.73442877881
1466,167809.89811334063
1467,180568.03791738188
1468,157656.437924362
1469,193047.3164055839
1470,120262.6543534669
1471,186265.38443503412
1472,94743.7142826913
1473,93289.49505433616
1474,145149.77630555653
1475,112642.79525847042
1476,367869.1935864136
1477,241626.12505220296
1478,278446.0855214546
1479,285721.34318965534
1480,506644.71173131664
1481,317858.7421321158
1482,211915.10685180002
1483,172328.39458393896
1484,166533.20346377557
1485,182419.61656714487
1486,192497.90848840046
1487,331087.20056580444
1488,221857.74020495656
1489,192517.35219352966
1490,249284.26875102383
1491,186587.3606119173
1492,94288.94566922447
1493,179818.20960365483
1494,287318.3897460304
1495,287063.60523000284
1496,240282.29915478718
1497,184748.46439366043
1498,162183.07791186174
1499,161394.07560047245
1500,156674.31649559588
1501,173432.52059371758
1502,151121.4712501284
1503,289677.06424525037
1504,243990.35401831326
1505,228717.20893949372
1506,191502.5364641317
1507,256738.08350306354
1508,200132.24202399142
1509,160159.66614429496
1510,144703.52778785356
1511,145270.5994453669
1512,179825.02761537148
1513,141933.55103528118
1514,146478.20318246307
1515,202881.20783537414
1516,152744.58695950222
1517,172638.69285523673
1518,133143.66030318083
1519,208111.65000166348
1520,126429.3112296415
1521,130833.1007046437
1522,189056.76250256927
1523,115987.39079073322
1524,127882.26044638417
1525,119028.69156829963
1526,107367.91162227021
1527,109319.60761272833
1528,140750.00001435
1529,141603.72670257787
1530,190780.9323851431
1531,105007.41272496678
1532,97977.61899429608
1533,147781.57419763826
1534,122032.9499552167
1535,157491.90241310882
1536,112051.79730876427
1537,58243.90405653826
1538,145425.66709178968
1539,187043.92083082895
1540,92365.57442806983
1541,138849.12559871777
1542,136743.22480104663
1543,188480.7323150458
1544,84130.98151583185
1545,115139.9736795613
1546,131438.69527328055
1547,126426.32517017562
1548,138131.17606623142
1549,115781.25755030144
1550,134792.34310853816
1551,113333.71648430594
1552,138669.82282614164
1553,140332.40766901823
1554,122615.19406182064
1555,166049.55981332084
1556,85820.6891177124
1557,109540.84955276786
1558,104733.81960261473
1559,64064.21014993487
1560,139681.13371295968
1561,116439.38943803393
1562,130402.59319078892
1563,122907.03597222023
1564,163002.66030338226
1565,149250.4749981433
1566,247660.5021422005
1567,79695.0091460536
1568,232536.53668132634
1569,134798.74455101625
1570,142323.6775947123
1571,118180.38829346665
1572,146603.37245448717
1573,246898.07263413313
1574,120498.65546964224
1575,239703.24811202873
1576,246197.2976766205
1577,180790.9070066582
1578,144622.1867098546
1579,142090.7788678804
1580,197361.06653679383
1581,156303.05257955415
1582,128579.85766840503
1583,295896.37768552057
1584,223824.6558238726
1585,140446.50218936885
1586,62297.401301227575
1587,101919.2883304936
1588,154860.5484196703
1589,102867.23040307824
1590,135279.60926605933
1591,96721.14230809231
1592,121585.74983107465
1593,123438.94831251624
1594,124792.26025082206
1595,107932.74771191203
1596,213578.18583152263
1597,182348.7966318422
1598,204903.38401401995
1599,170677.29226106952
1600,160102.47211521963
1601,65510.173959298074
1602,118901.06370181208
1603,61013.86325475633
1604,258019.0942093041
1605,232900.15016118978
1606,171836.735741855
1607,178957.1000355663
1608,206864.01914856705
1609,180208.63752388392
1610,148409.90030665646
1611,139818.5347579275
1612,168849.81661404183
1613,163930.86951730662
1614,130896.34367037403
1615,95554.98267852451
1616,82149.7431004933
1617,95590.59543071548
1618,124484.51303934857
1619,136830.70581462138
1620,167956.57479456952
1621,136403.05153971908
1622,141864.2596984802
1623,267378.5323955799
1624,210048.9160333226
1625,116199.67857245124
1626,169357.71574772
1627,190280.41348195658
1628,277983.68961487315
1629,177874.18626189788
1630,362264.78984335414
1631,214174.71235094857
1632,236958.26273740083
1633,168562.29533570167
1634,180728.53131922707
1635,171188.72852138637
1636,150959.57832170287
1637,200067.75302860187
1638,176223.69733434473
1639,190352.651164945
1640,260601.4290318792
1641,184118.59689236004
1642,248062.48986460606
1643,219400.83871129155
1644,230257.0043942996
1645,214527.81779818237
1646,159258.1713856173
1647,157879.97926537582
1648,132271.64008582398
1649,140758.74567087882
1650,112182.74287959613
1651,123336.39452688809
1652,95365.25731777566
1653,97698.17741787594
1654,144644.2234847254
1655,135987.35390957873
1656,137467.32217810708
1657,146114.18958512697
1658,142440.84375330547
1659,121138.6582791867
1660,156515.19444972623
1661,450962.780890196
1662,403416.94102292217
1663,374302.1072014711
1664,541671.6686176428
1665,306216.0299143925
1666,336079.87279312237
1667,369553.05133771716
1668,341548.1882242378
1669,304969.15297002264
1670,339481.6095311247
1671,260909.56567382277
1672,418250.79768220877
1673,291480.3031071835
1674,236678.16220692004
1675,203193.6409992771
1676,202757.06060855856
1677,221648.12658006413
1678,479312.7277061711
1679,390950.5435198318
1680,330043.7584280058
1681,248524.86068999785
1682,306333.1238414118
1683,195790.96023229524
1684,175214.7876240048
1685,168976.02116622883
1686,172478.19936326597
1687,167152.98813957826
1688,185050.6732826284
1689,187637.47336208407
1690,191366.02838727512
1691,180244.5868178871
1692,248656.73350977694
1693,170002.7626611501
1694,181242.14937278544
1695,163910.51391273135
1696,258914.73857144132
1697,169920.08856264193
1698,352068.26025253034
1699,297626.6654189723
1700,259403.38765926135
1701,271101.5789318258
1702,226425.7653381033
1703,223923.14357880596
1704,262483.32936776546
1705,222805.15287735968
1706,437330.72514355025
1707,211395.9120720643
1708,201989.15259591103
1709,255042.5933851215
1710,219396.00663931976
1711,270822.0705640964
1712,253191.18184856317
1713,285188.7097263223
1714,224816.15456316536
1715,208730.1304858237
1716,176219.19726521638
1717,168596.49677284856
1718,136027.32567451056
1719,206935.06664679758
1720,226084.73540292156
1721,156805.19053939634
1722,122212.93205647927
1723,151193.35155366236
1724,198825.79617601522
1725,229931.31566943653
1726,181480.3077521166
1727,153931.816789724
1728,164147.42031354588
1729,161345.2381685134
1730,164294.33266253892
1731,121049.62634274179
1732,125406.09449002694
1733,117981.65603703394
1734,114335.87626059365
1735,121115.60622427188
1736,107063.80568701489
1737,303851.353055791
1738,244677.42603677136
1739,256065.81499172444
1740,228866.66904042917
1741,200229.4130693166
1742,174351.56561001673
1743,180603.14533550627
1744,338786.2840027332
1745,206269.43110276628
1746,188966.62490415256
1747,217859.20023912934
1748,230444.82797001975
1749,144351.7451845482
1750,124420.19081721865
1751,257842.3759617612
1752,116424.91362467379
1753,155771.97770128262
1754,192051.53570781776
1755,161514.1028775393
1756,134640.88479671144
1757,121290.91347925419
1758,145365.69905427026
1759,158439.48713081062
1760,165783.2313023232
1761,150747.60352630302
1762,179344.08135605077
1763,183281.82461459172
1764,113416.77942408383
1765,178137.5430591606
1766,197047.2256902343
1767,228676.41803185616
1768,143517.52779678468
1769,171309.45956518146
1770,148255.65992080374
1771,115507.54504868797
1772,137350.35882192577
1773,119115.85371635645
1774,151217.38428386615
1775,139883.5274152721
1776,132413.81848453436
1777,105424.36852120745
1778,140990.1902461601
1779,120712.71153769348
1780,185854.76938080983
1781,128301.97608570522
1782,87656.41527376228
1783,144672.62807796558
1784,106297.75171161682
1785,127207.63270847313
1786,137654.3291552727
1787,166667.6406094322
1788,60112.698138188636
1789,98896.73430177647
1790,82106.67622184237
1791,192514.80766909124
1792,167184.4703165715
1793,126617.48994303332
1794,159837.94620046098
1795,137374.6125737924
1796,131394.20652138864
1797,114937.48712358654
1798,115690.3753729683
1799,113890.39164223429
1800,121722.1685364903
1801,135186.08317393946
1802,131673.10363673378
1803,150613.24356837885
1804,138451.46178634808
1805,136592.54543868592
1806,125317.78052719145
1807,135664.1559942148
1808,115280.18077793549
1809,120860.00170302005
1810,146788.09368641765
1811,93074.83865149815
1812,98045.21937698562
1813,132731.08951909648
1814,93084.39753012442
1815,58553.332731772185
1816,98590.06825767453
1817,111998.3071563212
1818,163462.06544137138
1819,135233.0162801353
1820,50528.084106126065
1821,109001.1277402593
1822,150085.89493591367
1823,36216.44126215116
1824,124754.24047128473
1825,141587.3783054095
1826,100632.30133972192
1827,96643.62612021081
1828,137714.85855499172
1829,116931.4115102094
1830,145777.88899442137
1831,142745.27237758713
1832,82401.31639172867
1833,139125.3014286303
1834,128337.77127972874
1835,121102.31035709876
1836,128480.67747643644
1837,76809.33591593329
1838,129089.00567474813
1839,108650.2870305115
1840,135026.70356097003
1841,140297.28129018634
1842,90422.04441832636
1843,125817.49156516729
1844,141287.48012252979
1845,140808.55548679334
1846,151308.25527978627
1847,175620.14648513033
1848,52328.9194659136
1849,109538.9676589844
1850,120294.4796681837
1851,158555.9485696489
1852,121425.82480508489
1853,126510.27096622453
1854,155690.959018745
1855,142888.3108453928
1856,217411.9132985807
1857,138479.4020876186
1858,130052.91020397918
1859,112430.46361800829
1860,138390.3519629772
1861,111905.73600419927
1862,320160.0722354249
1863,300983.3217783988
1864,301036.13774265733
1865,352535.4093528923
1866,334068.8738561261
1867,220624.81679151882
1868,292057.64713041997
1869,205041.79123213651
1870,216856.2203332241
1871,251070.4227336927
1872,173976.2240457695
1873,236391.40482773274
1874,159910.10228879465
1875,201824.71021016128
1876,205856.6664057138
1877,214844.2409612498
1878,194702.4806616167
1879,131104.31781166702
1880,140398.18677039933
1881,244345.69084320887
1882,244142.43305148048
1883,186919.57184744996
1884,206006.35490562159
1885,242090.35955332866
1886,286916.35318117705
1887,218857.70851491613
1888,271526.48516461544
1889,171402.58838979222
1890,116760.37767365522
1891,143868.628020437
1892,103436.64700308691
1893,134535.00170014537
1894,123739.11323458547
1895,134466.43201501126
1896,131573.6681309139
1897,115078.34436571015
1898,123975.27103686583
1899,152343.11680327743
1900,148545.26708938484
1901,168364.57700287804
1902,152542.98899624203
1903,220640.17025898202
1904,120332.70537425898
1905,191206.43283667622
1906,152196.62538060144
1907,216603.62137034512
1908,111930.14477356688
1909,132176.80901315372
1910,120623.68729282176
1911,211587.8727477154
1912,307196.0582666547
1913,142206.45821159554
1914,51866.33490376265
1915,308362.8867238503
1916,60924.835873794415
1917,236512.45994737925
1918,140785.05723438974
1919,192982.5384750669
1920,153909.87600449615
1921,385861.08014623134
1922,311877.09660749877
1923,237354.97060108228
1924,214415.6511142898
1925,194510.96101487175
1926,383105.46981707093
1927,132742.86953362264
1928,158060.74445825274
1929,123798.0470189542
1930,127343.17790666128
1931,141855.09926950507
1932,137555.73167287238
1933,191080.89261488
1934,182837.41252953128
1935,166511.30029546205
1936,197284.06676927814
1937,174951.54282190275
1938,165586.17866373112
1939,228693.33089525372
1940,194521.12416660364
1941,157683.79421493117
1942,178594.68996643773
1943,213919.5638664768
1944,359950.9308079919
1945,385044.9105040351
1946,135405.61907439854
1947,312710.20655773336
1948,163779.83929941867
1949,250334.08868321497
1950,186261.27619199277
1951,241121.51796172137
1952,204607.74564526507
1953,162465.46306156888
1954,178907.4813336055
1955,133976.5174920649
1956,313751.5206475447
1957,159351.93360817668
1958,291735.6405696683
1959,152427.8588704324
1960,111781.83729851482
1961,116480.6353084962
1962,98210.23657994281
1963,104998.18402493968
1964,103023.03542628608
1965,138697.40149117337
1966,134269.80897505663
1967,288566.26175162615
1968,436897.04739663546
1969,383752.77425708156
1970,405706.0846560705
1971,481708.3509707217
1972,371886.1172904244
1973,272944.3811881585
1974,343964.992314828
1975,557531.6154705547
1976,264995.3477066388
1977,347063.5005663447
1978,349581.52319962
1979,317175.2291200436
1980,203394.39991126736
1981,337210.9030903368
1982,215541.21935925327
1983,200464.8967020148
1984,178069.92059892556
1985,237874.90117751158
1986,218072.21074416034
1987,192532.40847753806
1988,169911.10311017235
1989,190649.05932660413
1990,204541.49841136837
1991,234910.13841991284
1992,208118.8197579381
1993,168733.150288315
1994,246294.9236060415
1995,182699.7482431917
1996,248570.27979217825
1997,310633.3947858032
1998,309269.1227362252
1999,282539.64196525246
2000,316104.1769442628
2001,273379.6929707238
2002,234742.11355384166
2003,240210.86333062965
2004,268961.9622488074
2005,207325.06870493872
2006,217792.34510505892
2007,245030.82278888286
2008,216698.82447069118
2009,188579.82527856767
2010,188112.1992117566
2011,134282.40685786848
2012,164817.53055095792
2013,173208.78619005944
2014,181505.80098085233
2015,197159.91487977142
2016,186108.90691198615
2017,186164.24975208627
2018,115119.5511770224
2019,131903.79328340432
2020,102015.13354029745
2021,99881.81300158412
2022,190637.72228275175
2023,145112.41357803583
2024,292201.1258251413
2025,347125.71774325747
2026,177896.59799326776
2027,161437.8989998588
2028,154216.2370645781
2029,170711.11750548653
2030,266570.76347650075
2031,235656.65046878692
2032,259017.68831818525
2033,260520.0319614117
2034,173675.70354953862
2035,224309.46684753295
2036,195519.91131578342
2037,200387.55860027325
2038,322347.2465562688
2039,210881.7715376438
2040,249239.86459861387
2041,238524.80020737948
2042,212328.06283665402
2043,177249.96502181623
2044,173143.83258703782
2045,217561.281210214
2046,151650.490567358
2047,145979.45877723486
2048,141352.10652938494
2049,147257.5572130158
2050,170932.5776278788
2051,108642.1127417929
2052,118087.79321893753
2053,148454.34207123402
2054,95850.48923418373
2055,153502.10250364526
2056,140298.9494654057
2057,115173.25035711325
2058,211277.06396693128
2059,136536.42412371124
2060,185846.75585459225
2061,176391.8724233772
2062,126715.54556424468
2063,118979.58742977677
2064,135883.7772618707
2065,115740.14094613804
2066,170194.02944377335
2067,114628.63449577455
2068,156135.20978619636
2069,85139.64941035613
2070,112678.76408089654
2071,95924.15395203758
2072,138647.89683011206
2073,134149.00294073854
2074,191577.5136244459
2075,152783.20203448142
2076,117400.46137993496
2077,146838.78722912903
2078,117614.32753693442
2079,138818.55801400205
2080,122708.87894799237
2081,131116.9651867981
2082,108507.21716988563
2083,148103.9643360978
2084,113782.16823002996
2085,117187.10756174898
2086,105854.43646193383
2087,128390.62238829256
2088,100047.63745846815
2089,80207.88436173613
2090,131916.41410689245
2091,103402.24794632771
2092,125442.07610589438
2093,125139.24212826476
2094,107045.14297068886
2095,143681.60636621632
2096,84829.97375255468
2097,102845.67989400576
2098,149839.46594750058
2099,56084.23996768536
2100,75013.98969235485
2101,112126.53401851967
2102,133785.40769815136
2103,104424.18590379185
2104,150527.1137370074
2105,132108.85348061318
2106,63615.34307182713
2107,202763.43903539915
2108,111824.3721611368
2109,110194.76737985555
2110,128153.89532987073
2111,137513.92535467213
2112,137097.962217879
2113,118225.9053493892
2114,123451.49201931637
2115,162491.41327381603
2116,116147.27960351454
2117,148625.94549015674
2118,121057.66382372795
2119,114908.65163184071
2120,112071.92625828885
2121,85284.47373246911
2122,114187.08327250017
2123,74145.75424298129
2124,153285.60619386987
2125,137980.97019950612
2126,147232.1627824199
2127,156697.3780595717
2128,130688.36775938334
2129,92477.913824864
2130,130188.94494560505
2131,135222.69753606853
2132,111075.9535753098
2133,118823.82976230833
2134,110437.08468898787
2135,86315.27529123901
2136,69803.33854692758
2137,102996.01702207989
2138,126197.38489564625
2139,146224.64386310818
2140,141840.34156973305
2141,162348.02691159348
2142,121048.7738334338
2143,143984.4183581123
2144,114890.86432096582
2145,134043.48272233864
2146,181577.90883082972
2147,143691.5157872939
2148,139142.1415767866
2149,144371.36651665255
2150,229222.30861253812
2151,115995.80163490982
2152,178229.58800046562
2153,176248.32083472333
2154,102998.1116525221
2155,141947.48897051302
2156,268105.7040721587
2157,226471.33161267548
2158,228777.67317305747
2159,211449.94815867973
2160,185920.82464967042
2161,235383.90809054984
2162,398218.01878672943
2163,345314.4792178468
2164,234028.62716733912
2165,209322.95419393026
2166,166129.64342862926
2167,227215.67893562923
2168,195970.20063297555
2169,196247.2665250465
2170,222656.51164140247
2171,162686.61846881447
2172,132962.6684824537
2173,174618.3636911554
2174,228070.78366893044
2175,288326.47613977647
2176,304377.18613164517
2177,241937.77535768083
2178,211119.78721420598
2179,140805.29037523526
2180,215272.42644202578
2181,195972.2697220337
2182,222395.8625135715
2183,188682.52628909465
2184,119047.11325724807
